LotArea,OverallQual,OverallCond,YearBuilt,GrLivArea,GarageCars,Neighborhood,HouseStyle,BldgType,SalePrice
19047.58,5,6,1969,1963.65,2,North,2Story,Town,271949.89
21046.85,6,6,1994,1838.77,3,South,2Story,Duplex,328777.65
2815.65,4,4,2002,1481.18,2,Hill,1Story,Fam,192999.64
18042.44,8,6,1971,2374.8,3,North,2Story,Duplex,426941.23
69965.49,10,6,1969,2518.22,3,South,Split,Town,697803.33
27002.25,6,6,1975,2181.74,3,North,2Story,Duplex,363898.44
29213.73,8,6,1955,2028.62,3,South,2Story,Town,465700.17
157125.6,10,6,1955,2285.87,4,South,2Story,Multi,762660.63
15120.44,10,6,1984,2377.46,2,South,2Story,Town,599725.64
19404.47,10,6,1975,2393.08,3,North,2Story,Town,645776.62
29812.69,10,6,1975,2428.36,4,South,2Story,Duplex,611099.1
105229.7,5,6,1978,932.86,2,South,1Story,Town,401294.54
15879.02,10,6,1957,2886.37,4,South,Split,Duplex,573325.65
14053.59,9,6,2002,2212.44,2,Hill,2Story,Town,448715.34
27833.96,10,6,1967,2531.01,2,Hill,Split,Town,542376.09
2000.0,5,6,1976,1711.68,4,South,1Story,Duplex,226282.15
16540.8,5,6,1994,1977.23,4,South,2Story,Duplex,283941.15
18661.62,9,6,1969,1534.63,3,North,1Story,Duplex,419952.2
24280.43,7,6,1968,2211.61,2,Hill,2Story,Town,368546.18
2000.0,8,2,1964,3830.98,2,North,Loft,Town,423500.32
4973.91,5,1,1961,8362.87,2,Hill,Loft,Town,372741.59
7542.42,7,6,2002,1984.82,2,South,2Story,Fam,356735.94
53331.07,10,6,1970,2410.58,4,South,2Story,Duplex,573117.66
34215.44,6,6,1991,2212.32,3,North,2Story,Town,347661.55
22622.76,10,6,1961,2591.41,3,South,Split,Town,513166.61
19221.5,10,6,1990,2217.04,3,North,2Story,Town,564802.09
17281.29,10,6,2002,2349.1,3,Hill,Split,Town,564826.81
14094.56,9,6,1964,2237.74,3,Hill,2Story,Town,399531.6
9186.51,8,1,1968,2560.14,2,South,Split,Fam,356506.95
16116.97,7,6,1979,2217.65,3,North,2Story,Duplex,355530.54
20656.45,6,6,2002,2174.83,3,Hill,2Story,Town,276564.9
26950.01,7,6,1967,1578.61,2,South,1Story,Town,341594.48
37290.88,10,6,1976,2776.61,3,South,Split,Duplex,678692.53
10517.34,8,6,1996,1850.41,3,South,1Story,Town,351459.84
26136.85,6,6,1979,1973.31,3,Hill,2Story,Duplex,315470.5
58645.88,4,6,2002,931.75,2,Hill,1Story,Town,315868.65
49663.93,5,6,1980,1554.49,3,South,1Story,Duplex,330248.64
2668.67,6,5,1956,2168.78,3,South,2Story,Town,268107.24
5956.84,6,6,1981,860.33,4,South,1Story,Duplex,280102.42
20668.5,6,6,1987,1706.75,3,Hill,1Story,Duplex,338550.76
15721.26,6,6,2001,1620.69,2,Hill,1Story,Fam,331784.36
38002.33,5,6,1993,1413.59,4,South,1Story,Multi,301270.41
7177.19,10,6,1962,1937.84,4,South,1Story,Duplex,511700.62
27789.35,8,6,1974,2247.98,3,Central,2Story,Town,403816.18
18064.62,7,5,1984,2326.0,4,South,2Story,Duplex,361081.76
23028.87,7,6,1997,2337.06,3,Hill,2Story,Town,327753.69
26619.77,9,6,1984,2209.64,4,South,2Story,Duplex,457909.21
18019.59,10,6,1983,3289.79,3,South,Loft,Town,884409.02
24459.64,7,5,1974,2692.39,3,Hill,Split,Town,414799.0
3953.01,10,6,1973,3227.67,3,Hill,Loft,Town,614067.26
39116.91,5,6,1989,1393.6,4,South,1Story,Multi,317665.9
12932.87,6,5,1983,2434.24,3,North,2Story,Duplex,265166.75
10369.44,7,7,1990,1546.84,4,Hill,1Story,Multi,346080.74
28996.78,10,6,1965,2424.55,3,North,2Story,Duplex,496526.34
13915.39,10,6,1965,2408.99,2,South,2Story,Town,476765.23
26417.41,6,6,1983,1289.66,4,South,1Story,Multi,392540.45
45679.08,10,1,1964,5503.8,2,South,Loft,Fam,848436.88
24623.65,7,6,1977,1540.16,2,Hill,1Story,Fam,346652.27
41852.86,7,6,1969,1738.0,2,South,1Story,Town,492527.16
5508.14,6,6,1976,1876.09,2,Hill,2Story,Town,264184.67
13362.65,7,6,1995,1591.86,2,South,1Story,Town,372249.67
10321.56,7,6,1965,1959.98,2,Hill,2Story,Town,296455.05
15202.74,6,6,2002,1801.25,2,Hill,1Story,Town,306019.26
17879.46,6,6,1988,1595.99,1,South,1Story,Fam,277090.12
14507.27,8,6,1984,2728.25,3,South,Split,Town,438916.58
12637.3,8,6,2002,2230.18,3,South,2Story,Duplex,392526.91
10078.8,5,7,1969,1794.59,4,South,1Story,Duplex,251378.23
15451.53,5,5,1980,1542.87,3,Hill,1Story,Town,268433.28
27078.23,5,5,1979,1702.69,4,North,1Story,Duplex,265494.08
16301.64,10,6,1973,2097.53,3,North,2Story,Duplex,563620.84
77441.62,10,6,1972,2652.46,3,Hill,Split,Duplex,801742.87
18247.78,6,6,1979,1810.94,3,Hill,1Story,Town,262164.19
49129.07,7,6,1968,1541.59,4,South,1Story,Multi,392070.44
5874.05,5,4,1966,2573.36,2,Hill,Split,Town,262479.19
40022.54,8,6,1979,1984.15,3,South,2Story,Duplex,472654.11
46022.16,8,6,1986,2263.19,4,South,2Story,Multi,502697.42
10546.76,8,5,1999,1896.84,1,South,1Story,Fam,361029.17
10251.11,6,5,1965,1588.3,2,Central,1Story,Town,272349.42
20587.42,6,6,1993,1685.49,4,South,1Story,Duplex,294510.8
17478.67,9,6,1989,1966.82,3,South,2Story,Duplex,461543.66
48954.71,10,6,1975,2590.14,3,South,Split,Duplex,538796.19
2000.0,10,5,1976,2399.04,4,North,2Story,Multi,683308.63
36699.14,10,6,1970,2041.01,2,North,2Story,Town,570494.48
20433.3,10,6,1973,2954.57,3,Hill,Split,Town,629202.1
68830.49,8,6,1965,2296.43,3,South,2Story,Town,497046.59
23324.6,7,6,1977,2424.37,3,South,2Story,Duplex,377368.5
9554.47,8,6,2002,1833.29,2,Hill,1Story,Fam,382612.03
34643.1,9,6,2002,2422.77,2,South,2Story,Town,414667.8
68775.74,7,5,1970,1823.9,3,South,1Story,Town,440029.14
7858.41,7,7,1976,1170.47,2,South,1Story,Town,293299.3
37618.78,9,6,1963,2637.87,3,Hill,Split,Town,541436.79
15996.07,10,6,1996,2184.16,3,Hill,2Story,Duplex,545255.58
18127.27,7,6,1972,2169.12,2,Hill,2Story,Town,347081.87
22802.1,8,6,1960,2079.55,3,Hill,2Story,Town,401222.32
20316.54,10,6,1981,2784.77,2,Hill,Split,Town,614810.4
19162.83,7,6,1987,1846.21,3,North,1Story,Town,358355.0
18160.17,10,6,1971,2948.47,3,South,Split,Duplex,744094.51
89382.61,6,6,1967,1286.53,3,South,1Story,Duplex,435534.95
14264.16,9,6,1966,1624.61,2,North,1Story,Town,409478.93
45126.29,6,6,1955,1762.53,4,North,1Story,Multi,343358.6
45473.71,5,6,1975,1822.06,4,Hill,1Story,Duplex,306571.8
45254.25,10,6,1978,3320.98,3,South,Loft,Town,884263.72
6198.34,8,6,1973,987.28,2,North,1Story,Fam,356826.22
30862.69,10,6,1981,2767.95,3,South,Split,Town,706473.88
2000.0,10,6,1983,2631.75,3,Hill,Split,Town,529082.61
58324.52,10,6,1968,2423.37,4,Hill,2Story,Multi,683377.01
56760.66,10,5,1971,2220.82,2,South,2Story,Fam,607050.51
24341.62,10,6,1970,2649.1,3,North,Split,Duplex,536207.94
47139.28,8,6,1979,2165.96,3,South,2Story,Duplex,492055.31
18068.47,4,6,1979,1673.15,2,Hill,1Story,Town,276571.61
10474.17,7,6,1974,1407.74,2,South,1Story,Fam,327098.3
21934.29,10,6,1976,2027.25,2,North,2Story,Town,539378.51
15623.86,7,6,1994,2089.25,3,Hill,2Story,Town,333343.0
18933.91,6,5,1990,1784.02,4,South,2Story,Multi,351654.35
20984.59,10,6,1989,2800.71,3,South,Split,Town,766120.16
28126.02,8,6,1976,1623.77,3,South,1Story,Duplex,393289.31
6900.65,9,6,2002,2101.83,2,North,2Story,Town,399270.83
17039.29,10,6,1970,2140.72,2,Hill,2Story,Town,494939.85
5735.04,8,5,1974,2605.27,2,Central,2Story,Town,435745.4
21857.13,10,6,1983,2879.23,3,South,Split,Town,622289.33
10215.68,9,6,1995,1929.55,3,South,1Story,Town,394707.29
17249.97,7,6,1973,1493.27,2,South,1Story,Fam,394101.24
3075.52,10,6,1974,2849.45,3,Hill,Split,Town,596762.19
33454.49,6,6,1966,2281.95,3,South,2Story,Duplex,354488.35
21229.45,9,5,1990,2447.01,3,Hill,2Story,Town,454718.09
12416.29,8,6,1992,1867.35,3,Hill,1Story,Town,406547.09
28822.44,9,6,1992,2158.97,3,Hill,2Story,Town,425765.58
7562.57,10,6,1992,2819.8,2,South,Split,Town,1015764.79
23652.15,8,5,1966,2415.74,3,Hill,2Story,Duplex,416911.51
28127.04,6,6,1974,1990.94,3,North,2Story,Duplex,286490.65
16472.07,4,5,1992,1461.63,4,South,1Story,Duplex,221299.69
3686.87,5,6,1955,1569.43,4,South,1Story,Multi,241059.73
8562.58,6,6,2002,2080.88,3,Hill,2Story,Town,294437.16
12539.24,7,6,1972,1705.57,2,Hill,1Story,Town,317530.73
5376.84,8,6,1967,2276.54,2,Hill,2Story,Fam,378169.41
4222.82,10,6,1975,3344.65,4,North,Loft,Duplex,457422.1
17273.33,10,6,1977,3132.01,3,South,Split,Duplex,656167.8
8941.96,5,5,1967,3066.87,2,Hill,Split,Town,258887.59
14283.72,10,6,1979,2512.33,3,South,Split,Town,534341.38
23476.84,7,6,1959,1779.83,2,Hill,1Story,Town,357923.42
65088.63,10,6,1976,3330.59,3,South,Loft,Town,976956.75
23211.79,8,6,1972,1631.1,1,South,1Story,Fam,385098.27
18745.85,8,6,1976,2067.71,3,South,2Story,Duplex,367057.81
10388.73,5,6,2002,1742.38,3,Hill,1Story,Town,273191.76
34112.19,8,5,1963,2313.73,3,South,2Story,Town,412981.69
25923.43,10,6,1978,3331.43,3,North,Loft,Town,944410.49
21714.28,9,6,1983,2261.17,3,Hill,2Story,Town,434349.73
2000.0,10,6,2002,1407.06,4,South,1Story,Multi,649225.09
23363.59,10,6,1964,3134.75,3,Hill,Split,Duplex,662056.8
17657.82,10,6,1987,2146.33,3,South,2Story,Town,551896.85
5455.14,10,4,1954,4437.18,3,South,Loft,Duplex,603117.15
12690.86,10,6,1967,2448.15,4,South,2Story,Duplex,578986.54
12183.64,10,6,1985,2562.26,3,North,Split,Town,521078.86
11985.93,10,4,1985,3075.85,3,North,Split,Town,489686.31
29685.09,8,6,1967,2290.31,4,Hill,2Story,Duplex,424756.77
6561.4,10,5,1980,3566.63,3,South,Loft,Town,492341.26
13866.1,10,6,1984,2637.36,3,South,Split,Town,582756.48
26553.22,10,6,1984,2215.54,3,South,2Story,Duplex,504952.92
17885.28,5,6,1999,837.28,3,South,1Story,Town,255474.1
14607.49,7,6,1965,2285.92,3,Hill,2Story,Town,379361.25
19619.9,10,6,1983,2501.76,3,Hill,Split,Town,549571.32
34248.89,10,6,1974,2390.06,3,South,2Story,Town,551794.62
9811.26,6,5,2002,2371.9,2,Hill,2Story,Town,316109.74
18557.2,8,6,1986,2049.19,4,South,2Story,Duplex,362301.04
23088.85,8,6,1966,2329.86,2,South,2Story,Town,375627.31
13696.2,7,6,1981,1515.27,3,North,1Story,Town,303375.41
59115.34,10,6,1978,2293.1,4,South,2Story,Duplex,623807.48
9957.36,9,6,1992,1895.97,4,South,1Story,Multi,444505.85
46922.88,6,6,1975,1484.02,3,South,1Story,Duplex,392530.3
4166.2,9,6,1954,2434.25,2,South,2Story,Town,416951.23
9307.47,6,6,1985,1993.0,2,North,2Story,Fam,299143.17
10553.33,10,6,1984,2559.01,3,South,Split,Duplex,485643.11
12102.22,8,6,1985,2338.06,4,North,2Story,Duplex,441204.73
20993.9,10,6,1985,2845.48,3,Hill,Split,Town,624828.24
7125.33,8,6,1984,1723.07,3,South,1Story,Town,414204.91
16731.74,10,6,1973,3424.63,3,North,Loft,Town,840565.52
21313.1,10,6,1964,2243.78,3,North,2Story,Duplex,573609.76
45572.85,7,6,1966,2460.76,3,South,2Story,Town,408575.27
26688.98,8,6,1974,2082.23,3,South,2Story,Duplex,408930.29
20387.61,10,5,1988,2269.45,3,South,2Story,Town,489852.6
11411.35,9,6,1984,1947.91,2,South,1Story,Town,409614.18
23092.46,8,6,1965,1951.76,2,Central,2Story,Town,416083.0
8121.83,7,6,2002,2587.54,3,Hill,Split,Town,335484.97
18344.2,10,6,1960,2544.84,3,South,Split,Duplex,811406.26
47083.03,7,6,1970,1843.49,3,Hill,1Story,Town,438345.93
22446.56,9,6,1986,2743.7,3,South,Split,Town,524725.68
9577.55,9,5,1968,2286.8,3,North,2Story,Duplex,403527.21
41389.39,7,6,1967,2113.85,3,Central,2Story,Town,457400.52
13097.54,10,6,2001,2777.74,2,Hill,Split,Town,578020.43
50317.86,10,6,1968,2510.91,4,South,Split,Duplex,617814.98
20974.2,10,6,1978,2304.33,4,South,2Story,Duplex,596592.32
25993.69,5,6,1975,2220.75,4,North,2Story,Multi,342791.7
188406.07,9,5,1954,2751.69,3,Central,Split,Town,787678.98
11711.18,6,6,1970,2211.87,3,Hill,2Story,Town,307344.13
69921.99,6,6,1973,1534.47,4,South,1Story,Multi,381911.79
8939.06,9,6,1992,2195.72,3,South,2Story,Town,417822.79
33753.91,9,6,1970,1557.88,2,South,1Story,Town,483932.52
16052.64,8,6,1989,1780.97,2,South,1Story,Fam,403942.5
16722.62,7,6,1987,1905.05,2,South,2Story,Town,389959.67
26940.5,7,6,1994,1670.27,4,South,1Story,Duplex,385971.83
18018.11,10,6,1965,3318.17,3,Hill,Loft,Duplex,818951.67
5305.69,7,5,1973,2341.85,3,Hill,2Story,Town,325445.26
2000.0,5,1,1983,5983.4,3,South,Loft,Town,357731.65
11889.55,5,5,1970,2191.77,2,Hill,2Story,Town,252002.25
21783.46,10,5,1957,1951.83,2,South,1Story,Town,505223.89
32086.19,6,6,1969,1312.22,2,Hill,1Story,Town,310382.28
17476.26,10,6,1985,2394.61,3,South,2Story,Town,580658.83
43143.67,10,6,1983,1947.95,3,North,2Story,Town,567945.74
46547.37,10,6,1965,2882.37,3,South,Split,Duplex,656295.72
13681.56,10,6,1983,2508.65,3,North,Split,Town,569171.08
80417.57,10,6,1957,2621.0,3,Hill,Split,Duplex,658337.73
24272.23,6,6,1964,2206.56,3,Hill,2Story,Town,303782.29
22249.11,10,6,1964,3569.82,3,Hill,Loft,Duplex,792626.79
46550.51,7,6,1996,1533.26,3,South,1Story,Duplex,335987.86
45046.91,10,6,1958,2920.55,3,South,Split,Duplex,686584.57
14908.0,8,6,1981,1738.53,3,South,1Story,Town,394924.2
57844.24,5,6,1967,1540.45,4,North,1Story,Multi,391015.0
26405.06,10,6,2001,2826.24,2,Hill,Split,Town,518021.31
30176.86,10,6,1971,3468.95,3,South,Loft,Duplex,677136.82
41137.67,7,6,1963,2338.13,3,North,2Story,Town,414090.52
14310.25,10,6,1959,2783.35,3,South,Split,Town,687316.82
12381.96,6,5,1989,2121.94,2,Hill,2Story,Town,300345.1
32267.13,10,6,1985,2176.95,3,South,2Story,Duplex,535738.81
17051.6,5,6,1997,1867.9,3,North,1Story,Town,265082.64
12923.15,10,6,1973,2869.36,3,South,Split,Town,612037.52
23023.83,10,6,1989,3155.66,3,Hill,Loft,Town,653384.97
38183.9,10,5,1976,2320.64,3,South,2Story,Town,505867.33
18647.83,6,6,1982,1873.38,3,North,2Story,Town,352387.22
21839.17,9,6,1962,2409.48,3,South,2Story,Duplex,426447.84
54945.89,9,6,1967,1954.39,2,South,1Story,Town,542649.37
34996.07,9,6,1980,1940.35,4,South,2Story,Duplex,468114.92
22689.07,6,6,1974,2170.01,2,South,2Story,Fam,312938.99
14841.08,10,6,1986,3351.15,2,South,Loft,Town,715309.71
22864.83,10,6,1967,2904.11,3,South,Split,Duplex,651805.84
17749.44,5,5,1991,2095.03,3,Central,2Story,Town,313076.38
10843.89,9,5,1995,2353.66,2,South,2Story,Town,449362.54
55501.56,10,6,1970,2585.48,2,North,Split,Fam,624532.4
11134.95,8,5,1969,2129.93,2,South,2Story,Fam,388913.07
17609.04,10,6,1997,2283.23,2,Hill,2Story,Town,478575.99
25013.56,7,6,1967,1884.53,2,South,1Story,Fam,342407.27
16970.88,4,5,1970,1962.04,4,North,2Story,Duplex,247218.47
27275.66,8,6,1976,2212.81,3,South,2Story,Town,430813.09
18189.09,8,1,1975,4738.67,3,North,Loft,Duplex,467709.47
22498.66,4,6,1960,1296.34,2,Hill,1Story,Fam,209330.35
6511.27,7,6,1969,1656.24,1,South,1Story,Fam,324395.89
21202.36,10,6,1986,2322.06,3,Hill,2Story,Duplex,558824.32
63038.23,8,6,1983,2160.25,4,South,2Story,Duplex,481853.39
30659.75,5,6,1987,1549.35,3,South,1Story,Duplex,296898.14
17111.79,7,6,1971,1828.05,2,South,1Story,Town,401474.06
9301.6,7,6,1985,1751.27,2,Hill,1Story,Town,330120.99
41687.1,10,6,1965,3114.83,3,Hill,Split,Duplex,729249.52
19217.0,8,7,1994,2140.74,2,South,2Story,Town,392640.31
6234.78,10,1,1972,6001.48,2,South,Loft,Town,743374.25
2000.0,3,7,1986,1016.14,2,South,1Story,Town,146152.41
21657.56,10,5,1959,2745.53,3,Hill,Split,Town,501353.03
54556.71,7,5,1962,2191.24,3,South,2Story,Town,398981.37
23765.84,7,6,1977,1604.71,2,South,1Story,Fam,304644.26
22390.91,10,6,2002,2953.29,3,South,Split,Town,571347.78
12863.61,5,6,1990,1741.05,2,Hill,1Story,Fam,276085.6
48445.33,9,6,1988,2067.02,3,Hill,2Story,Town,484928.33
67922.68,7,5,1959,1987.74,3,South,2Story,Duplex,471183.81
31639.14,8,6,2002,2186.12,3,Hill,2Story,Town,397798.91
10821.39,10,6,1967,2590.74,2,Hill,Split,Town,625653.54
81553.86,6,5,1965,2310.49,2,South,2Story,Town,408980.65
14418.94,8,6,1969,2132.34,2,Hill,2Story,Town,405874.48
11788.47,7,6,1971,2369.41,3,Hill,2Story,Town,332654.79
33540.73,7,6,1975,2015.18,3,South,2Story,Town,353940.07
18012.14,10,6,1990,2197.88,2,Hill,2Story,Town,501763.95
24308.09,10,6,1989,2306.0,2,South,2Story,Town,606093.11
53329.39,10,6,1958,2582.21,3,Hill,Split,Town,562467.88
28021.57,8,6,1985,2334.61,3,South,2Story,Duplex,453118.92
58496.83,10,6,1975,2526.36,3,Hill,Split,Duplex,556131.86
20285.83,8,6,1986,2222.65,3,South,2Story,Duplex,345578.6
16836.48,10,6,1983,2472.59,3,South,2Story,Town,479785.08
116379.24,10,6,1965,2779.11,3,Hill,Split,Duplex,754081.87
39410.87,4,6,1975,1646.21,4,South,1Story,Duplex,261497.24
2000.0,5,6,1951,1392.63,4,South,1Story,Duplex,269306.35
26920.41,6,6,1984,2110.82,4,Hill,2Story,Duplex,306188.66
22240.31,7,6,1968,1744.08,3,Hill,2Story,Town,364292.1
5869.93,10,6,1968,2806.43,3,South,Split,Town,902527.81
27877.23,10,6,1961,2235.65,3,South,2Story,Duplex,575310.74
72163.97,5,5,1968,1757.04,2,South,2Story,Fam,313566.69
6854.61,8,5,1964,2823.52,3,Hill,Split,Town,397490.98
11387.38,7,4,1973,2930.3,2,South,Split,Town,397000.05
28999.72,8,6,1985,1786.32,2,South,1Story,Town,382597.16
10719.82,7,5,1981,1872.3,2,South,1Story,Town,372849.65
18123.36,10,6,1991,1881.12,2,South,2Story,Fam,474638.5
10674.43,10,6,1978,3305.67,3,North,Loft,Town,1028329.74
36532.15,6,6,1994,1656.74,4,South,1Story,Duplex,300185.99
18960.33,10,6,1973,2403.97,2,South,2Story,Town,501034.24
34143.5,8,5,1966,1713.96,2,South,1Story,Fam,406495.17
8488.58,5,6,1988,971.59,3,South,1Story,Duplex,256653.43
19016.69,10,6,1965,3081.27,3,South,Split,Duplex,708764.47
45220.0,8,4,1969,3041.51,2,South,Split,Town,501074.04
21697.23,7,6,1989,2005.33,2,Hill,2Story,Town,365718.76
11173.0,5,5,1984,2195.07,4,Hill,2Story,Duplex,256454.73
17478.42,8,5,1994,2169.22,4,Hill,2Story,Duplex,428266.2
40788.93,4,6,1964,1090.1,3,South,1Story,Town,228335.5
9318.65,10,6,1986,2832.22,3,Hill,Split,Town,619784.49
14586.02,5,6,1959,1517.95,4,North,1Story,Multi,253904.66
3290.61,7,5,1985,2189.92,3,Hill,2Story,Town,322924.9
75734.7,9,6,1974,1624.3,2,South,1Story,Fam,542092.0
29621.23,7,6,1987,1919.79,4,North,1Story,Duplex,383598.91
27773.26,9,5,1968,2024.7,2,South,2Story,Town,432572.44
7407.74,6,6,2002,2253.75,3,Hill,2Story,Town,259896.72
14531.55,10,6,2002,2511.41,2,Hill,2Story,Town,610714.03
32021.91,10,6,1969,2705.0,3,South,Split,Duplex,586980.95
38275.53,6,6,1990,2052.68,3,North,2Story,Town,310962.74
20808.23,6,5,2002,1740.04,3,Hill,1Story,Town,326670.46
12889.42,6,6,1984,1934.89,2,South,2Story,Town,277632.99
22979.31,5,6,1970,1752.37,2,Hill,1Story,Town,235097.92
21560.64,7,6,1977,2173.7,3,Hill,2Story,Town,359022.74
50398.46,6,6,1961,1662.36,3,North,1Story,Town,380450.91
32722.08,7,6,1978,1578.03,1,South,1Story,Fam,311074.91
54522.38,8,6,1958,2650.28,3,South,Split,Duplex,465855.15
71806.68,10,6,1969,2525.51,2,South,2Story,Town,703621.4
39864.16,10,6,1965,2365.1,3,South,2Story,Duplex,600626.27
31887.01,6,6,1998,1375.25,4,South,1Story,Duplex,346006.63
11788.22,7,6,1992,1909.34,3,Hill,2Story,Duplex,335983.06
22191.85,6,6,1983,1353.23,4,South,1Story,Multi,348447.79
3651.23,10,6,1967,3212.19,4,South,Split,Multi,683129.4
34331.75,9,6,1981,2123.78,3,South,2Story,Duplex,494840.68
17579.51,10,6,1988,2443.97,3,South,Split,Town,513417.58
19879.17,5,6,1981,1670.5,4,South,1Story,Duplex,252290.56
18832.58,5,6,1970,1881.26,3,Hill,1Story,Town,290659.63
2560.53,4,6,1960,1189.69,3,Hill,1Story,Duplex,162127.86
5640.42,10,4,1960,4070.58,3,South,Loft,Town,716495.6
5317.89,7,6,1979,1757.88,3,Hill,1Story,Town,279915.11
37921.28,8,6,1977,1480.68,3,Hill,1Story,Duplex,446392.73
17607.31,10,6,1983,1894.24,3,South,2Story,Town,487560.23
51864.62,8,6,1968,2141.52,3,South,2Story,Town,515055.38
7267.16,10,6,1990,2087.92,2,South,2Story,Town,633065.52
33027.41,7,6,1984,1844.1,4,South,1Story,Duplex,423414.84
44253.16,5,6,1967,1807.49,2,Hill,1Story,Town,343963.8
12423.22,10,5,1962,2536.51,3,North,Split,Duplex,513520.2
9429.9,4,5,2002,1690.16,2,Hill,1Story,Town,240717.14
25194.87,5,6,1977,2143.95,4,Central,2Story,Multi,312477.08
42740.17,6,5,1991,1806.77,4,South,1Story,Multi,378440.5
13991.91,10,6,1967,2499.15,3,North,2Story,Town,539636.11
30693.79,10,6,1960,3094.54,4,South,Loft,Duplex,736555.66
21739.28,7,5,1991,1576.98,4,South,1Story,Duplex,397211.48
20672.31,10,6,1985,2243.53,3,South,2Story,Town,500654.13
6460.39,10,1,1994,11136.02,3,North,Loft,Town,679629.61
40887.48,7,6,1986,1657.33,4,South,1Story,Multi,418805.51
15513.96,6,6,1971,2323.53,3,Hill,2Story,Duplex,306183.56
18768.61,8,6,2000,1794.62,2,Hill,1Story,Town,366298.88
17735.79,10,6,1985,2413.3,3,South,2Story,Town,570547.66
32294.1,5,6,1988,1440.7,4,South,1Story,Multi,351334.19
12066.9,6,6,1995,2347.14,3,North,2Story,Town,301928.58
73737.53,9,6,1984,2045.28,2,Hill,2Story,Town,542581.71
4168.92,6,6,1992,2271.63,3,North,2Story,Duplex,292040.32
10848.57,8,5,1975,2726.02,2,South,Split,Fam,440655.06
150673.92,10,6,1964,2740.6,3,South,Split,Duplex,862204.26
46184.26,7,6,1955,2083.44,2,South,1Story,Town,409520.2
30558.36,5,4,1970,2498.83,3,Central,2Story,Town,325316.18
7484.15,7,6,1982,2324.32,2,Hill,2Story,Town,377445.75
36531.96,5,6,1976,1890.26,3,Hill,1Story,Duplex,292668.49
112678.21,9,6,1966,2089.19,4,South,2Story,Multi,603636.33
6740.47,10,6,1965,2547.85,2,South,Split,Town,665783.37
19280.94,10,6,1987,1618.0,2,South,1Story,Town,478626.31
19502.96,5,5,1980,1466.37,4,Hill,1Story,Duplex,241954.94
19279.49,5,6,1965,1938.35,4,North,1Story,Multi,226441.95
21057.06,4,6,1957,1400.64,4,South,1Story,Multi,207151.42
28608.18,7,6,1975,2025.84,2,South,2Story,Town,347633.12
12492.53,5,5,2002,1158.9,1,South,1Story,Fam,171142.54
17496.39,7,5,1975,2304.1,2,South,2Story,Town,336856.43
33430.32,7,6,1969,1369.44,2,South,1Story,Town,365449.71
27123.79,9,6,1970,2423.96,4,South,2Story,Multi,475161.43
22418.29,10,6,1970,2964.05,3,South,Split,Duplex,673982.74
21532.93,6,6,1995,1691.09,4,South,1Story,Multi,311031.26
9199.08,10,6,1979,2687.15,3,South,Split,Town,617597.79
13641.25,10,6,1993,1967.78,3,South,2Story,Town,491241.35
33621.86,6,6,1976,1199.15,4,South,1Story,Multi,328621.65
15000.07,10,6,1997,2352.77,2,South,2Story,Town,487264.43
23845.62,9,6,1983,1849.84,3,Hill,2Story,Duplex,470158.49
25675.92,8,6,1975,2490.28,4,South,Split,Duplex,449784.02
20368.1,7,1,1977,9664.99,3,South,Loft,Town,588853.01
13914.14,7,6,1994,1999.99,3,Central,2Story,Town,365010.98
13262.57,9,5,1971,2520.94,4,South,2Story,Duplex,423654.15
49864.62,5,6,1976,1779.62,3,South,1Story,Duplex,352522.58
22408.97,8,6,1989,1930.05,3,Hill,2Story,Town,375924.41
36993.54,10,6,1979,3403.01,3,South,Loft,Town,850334.78
38415.92,6,6,1988,1885.09,3,North,2Story,Town,312594.4
7992.91,10,6,1984,2539.03,2,South,2Story,Town,485907.31
12682.92,9,6,1981,1846.93,2,South,2Story,Fam,450059.4
74976.01,8,2,1956,4590.93,2,South,Loft,Fam,590592.53
17195.72,9,5,1985,2927.34,3,South,Split,Town,481373.31
23742.63,4,5,1993,1344.11,4,South,1Story,Duplex,251981.19
39567.05,6,6,1965,1686.13,2,South,1Story,Town,370046.44
11876.33,5,5,2000,2050.56,3,Hill,2Story,Town,283484.1
100087.21,5,6,1964,1718.77,4,North,1Story,Duplex,401852.02
20261.5,10,6,1973,3514.13,3,Hill,Loft,Town,691112.08
31078.82,10,6,1982,1735.75,3,South,1Story,Duplex,529355.47
25639.81,5,6,1968,2089.31,3,North,2Story,Duplex,292560.59
70110.99,7,6,1958,1971.9,3,South,2Story,Duplex,453119.02
57190.81,9,6,1964,1983.92,3,South,2Story,Town,566913.3
16217.45,9,6,1984,2131.37,4,South,2Story,Multi,446135.54
3912.78,6,6,1992,2121.73,2,North,2Story,Fam,290448.61
16616.23,6,4,1972,2823.59,3,Hill,Split,Town,339258.95
17296.02,9,6,1997,2157.99,2,South,2Story,Town,464790.96
25641.54,9,6,1984,2042.31,3,South,2Story,Duplex,433623.98
47092.77,10,6,1967,2734.38,3,Hill,Split,Town,567143.04
57537.44,7,6,1967,2074.48,2,South,2Story,Town,441922.03
9022.19,7,6,1987,2157.78,3,South,2Story,Town,384716.31
25262.92,9,6,1961,2599.11,3,North,Split,Duplex,482473.8
14742.07,8,6,2002,2425.97,2,Hill,2Story,Town,406582.53
2000.0,7,7,1952,1176.12,2,Hill,1Story,Fam,316263.68
