hq_id,dept_id,sec_id,month,hc_g1,hc_g2,hc_g3,hc_g4,hc_g5,hc_g6,hc_g7,hc_g8,hc_g9,hc_g10,territory_potential,discount_amount_total,touches,opps_created,meetings_held,proposals_sent,net_sales,u_s
HQ05,DEPT47,SEC463,2025-03,1,3,5,2,1,2,0,0,1,1,2.4698374112262313,8.454310797731608,16,9,4,2,18016.451617418646,0.2065116846692278
HQ05,DEPT47,SEC464,2025-03,8,7,3,3,2,2,0,3,2,0,2.415989203531913,23.592253568770815,20,8,4,1,0.0,0.26934462252316443
HQ05,DEPT47,SEC465,2025-03,9,5,3,0,1,2,3,0,0,0,3.376689149690278,28.194368494612945,20,6,4,2,0.0,0.4886810842871974
HQ05,DEPT47,SEC466,2025-03,5,5,3,6,2,0,1,2,1,0,3.0616573176321475,17.508645175778938,33,24,15,9,29310.06222757944,0.2910448558954238
HQ05,DEPT47,SEC467,2025-03,4,7,1,3,0,2,3,2,2,1,3.0362304265472893,23.42250545999437,16,14,8,3,12029.989288604977,0.2663086967143679
HQ05,DEPT47,SEC468,2025-03,1,5,4,2,1,4,1,0,2,0,3.1375428447599374,23.42278264048512,14,6,4,3,0.0,0.40073530089606985
HQ05,DEPT47,SEC469,2025-03,5,3,3,1,3,1,0,2,0,0,3.372475801390971,32.736185850460586,27,13,9,5,26072.1673138703,0.05740319600851808
HQ05,DEPT47,SEC470,2025-03,8,6,1,2,3,3,1,0,1,0,1.2998076999077455,11.67395451801144,13,5,5,3,14501.969729303117,0.4211464176199671
HQ05,DEPT48,SEC471,2025-03,7,2,3,2,1,1,1,0,1,2,2.392757847308213,14.438037878776411,14,9,6,2,4775.289622964195,0.13276071356765515
HQ05,DEPT48,SEC472,2025-03,7,7,4,3,0,2,2,1,0,1,1.2673479356708492,4.476529036230924,12,8,1,1,0.0,0.4365136728812134
HQ05,DEPT48,SEC473,2025-03,4,7,4,8,2,1,2,0,0,1,2.75280660363954,22.565569838026736,32,20,11,7,44572.32361160961,0.03944574504163565
HQ05,DEPT48,SEC474,2025-03,5,5,3,10,6,1,0,1,0,0,2.7138775967704047,12.315073029313897,23,13,10,7,38835.099744722356,0.07746864699680855
HQ05,DEPT48,SEC475,2025-03,7,5,4,5,0,2,2,4,0,2,3.919391045410241,12.66971737623202,29,12,8,4,7202.809997909166,0.4694154065009713
HQ05,DEPT48,SEC476,2025-03,8,1,2,3,1,2,0,1,0,1,4.1192538288322496,29.563852172993972,17,10,5,3,21813.70044631321,0.10853114323325137
HQ05,DEPT48,SEC477,2025-03,5,6,8,6,2,2,3,0,0,0,2.918212487122831,29.010441984932335,25,10,8,6,24352.02101501948,0.2823366287774875
HQ05,DEPT48,SEC478,2025-03,7,6,7,2,1,3,2,1,1,0,2.2815924061023143,23.010681212337765,27,11,6,4,18803.650721590657,0.1345692624085063
HQ05,DEPT48,SEC479,2025-03,3,9,3,2,2,2,2,0,0,1,3.2213688869559967,29.228289800710428,25,14,8,6,19295.46694337721,0.1357001851929416
HQ05,DEPT48,SEC480,2025-03,3,4,4,4,1,2,1,1,1,0,2.259692691749525,17.3759501688083,14,7,5,5,6291.15599429995,0.4697277216541543
HQ05,DEPT49,SEC481,2025-03,5,3,4,5,1,2,2,0,2,0,2.7169571846303797,7.920770660984456,22,11,7,2,20346.521880139204,0.19124127079533645
HQ05,DEPT49,SEC482,2025-03,3,3,3,2,2,1,1,0,0,0,3.8387535246012683,10.186574132856437,15,10,8,7,29874.281068486216,0.16163139528532297
HQ05,DEPT49,SEC483,2025-03,5,2,4,2,2,0,1,0,0,0,2.236204544348921,18.000317608326338,14,8,6,3,12756.754802088353,0.34434379822006905
HQ05,DEPT49,SEC484,2025-03,5,8,3,2,2,4,2,1,1,1,3.603795240912429,16.50838318408108,15,9,3,0,0.0,0.7182780914701414
HQ05,DEPT49,SEC485,2025-03,6,4,6,3,1,6,2,0,2,1,3.445573897213692,22.75900362025792,21,18,11,5,22261.304563860424,0.2359697325312506
HQ05,DEPT49,SEC486,2025-03,6,6,1,2,4,4,4,3,1,1,1.9460912310862677,12.629558174698424,20,13,5,3,5550.791733363948,0.5059404453702305
HQ05,DEPT49,SEC487,2025-03,3,6,4,1,3,0,1,3,3,0,3.822340551770906,14.562777195713473,23,15,9,6,46439.549965421,0.24786883990918576
HQ05,DEPT49,SEC488,2025-03,6,2,6,4,4,6,1,0,0,2,3.471192590308102,12.252684149173652,30,17,9,4,27637.527212747238,0.07429977033268294
HQ05,DEPT49,SEC489,2025-03,7,5,4,2,3,3,2,0,0,0,2.81700442744349,11.62067270888602,23,13,10,10,32149.458184612067,0.05376798763492647
HQ05,DEPT49,SEC490,2025-03,9,5,1,1,1,1,2,1,1,0,2.081704001237013,16.821283273121537,15,10,7,4,16537.922810462904,0.07601327068440449
HQ05,DEPT50,SEC491,2025-03,6,3,0,4,1,3,0,1,0,0,2.0122990884451393,7.480968696593806,24,12,4,3,15757.827219912482,0.047755461414018235
HQ05,DEPT50,SEC492,2025-03,6,5,4,2,2,2,0,1,1,2,2.2519986213406558,6.268027650968446,17,7,2,1,0.0,0.06101647218598302
HQ05,DEPT50,SEC493,2025-03,5,6,4,1,2,0,1,1,2,0,3.2867790141030344,24.014997121228365,29,13,10,9,28667.443543477744,0.3025608125829323
HQ05,DEPT50,SEC494,2025-03,5,7,3,4,1,2,2,2,0,0,1.9455236923791377,17.12990645700416,9,7,4,0,0.0,0.21205489226971522
HQ05,DEPT50,SEC495,2025-03,5,5,1,2,2,1,2,4,0,0,3.168091281104245,17.2312717376593,25,14,11,5,16927.498656198677,0.19879979111564516
HQ05,DEPT50,SEC496,2025-03,4,4,8,3,1,3,2,4,1,1,1.7601262948139451,6.6409019915701695,12,8,5,2,10149.322062107669,0.11551138129683029
HQ05,DEPT50,SEC497,2025-03,10,6,2,2,1,3,0,0,2,6,2.5309025935133365,34.591641850028616,18,9,5,4,26990.527213163692,0.16696003282537894
HQ05,DEPT50,SEC498,2025-03,6,8,3,2,3,3,4,3,2,0,2.824628111824728,12.601521518234886,19,15,13,7,21443.13148686992,0.08892540024259785
HQ05,DEPT50,SEC499,2025-03,2,1,5,2,2,5,1,1,1,0,6.396785194282437,23.850935305197655,24,13,7,1,4985.476978647864,0.6105219908193202
HQ05,DEPT50,SEC500,2025-03,7,4,4,2,1,2,0,1,0,1,1.6785654344589804,10.407455471335197,10,8,5,4,12164.2665178375,0.026128251315752967
HQ01,DEPT01,SEC001,2025-04,6,2,5,3,2,2,3,0,2,0,2.441276049189862,11.602736402244117,25,21,10,6,19814.5171945591,0.19166335447300256
HQ01,DEPT01,SEC002,2025-04,3,5,4,2,4,2,0,2,2,1,2.0881225208667837,13.773065383014945,22,13,5,4,16481.259418977577,0.08254267536800512
HQ01,DEPT01,SEC003,2025-04,6,5,7,4,1,0,0,2,2,1,1.8940323318671113,25.352714498020976,21,11,6,2,0.0,0.44848239337031875
HQ01,DEPT01,SEC004,2025-04,7,4,6,3,2,0,1,2,0,2,1.7584537545335799,22.357462610961694,23,11,6,3,15103.530067767882,0.25974933470797296
HQ01,DEPT01,SEC005,2025-04,5,5,2,2,3,2,1,1,0,1,1.991565355589404,13.517643541865361,25,14,4,2,5714.001013833363,0.29048350637744424
HQ01,DEPT01,SEC006,2025-04,10,3,2,5,2,4,2,0,1,0,2.6518615535622097,14.583025509736856,21,13,7,3,0.0,0.5048609314847414
HQ01,DEPT01,SEC007,2025-04,5,12,4,6,2,1,1,1,0,1,3.055683487127198,57.312396313482246,26,15,8,2,5405.067066650797,0.10046550899573245
HQ01,DEPT01,SEC008,2025-04,11,4,2,4,0,2,3,0,4,2,2.767376392075777,22.377312012092144,18,11,6,4,13692.553320129844,0.04882591953150168
HQ01,DEPT01,SEC009,2025-04,4,9,4,4,3,1,2,0,0,1,2.079365195996632,36.42873021892765,21,12,8,5,14739.258172610334,0.17586669940778343
HQ01,DEPT01,SEC010,2025-04,1,6,6,0,2,3,3,1,1,1,3.7249916022780702,27.642976597280967,15,7,5,3,12335.721496299382,0.21336797393785648
HQ01,DEPT02,SEC011,2025-04,5,4,2,3,0,2,5,1,0,1,3.5211739245567157,18.022179096368106,22,16,12,8,33605.695061146376,0.23800417055997755
HQ01,DEPT02,SEC012,2025-04,6,6,0,0,3,1,2,1,1,3,2.570558247904288,21.618963758781952,17,15,11,3,10502.047462353397,0.10461752167453127
HQ01,DEPT02,SEC013,2025-04,7,3,6,6,3,0,0,1,1,1,2.16296366708863,12.731716642708744,24,14,8,4,31174.651006751665,0.13870553779937014
HQ01,DEPT02,SEC014,2025-04,3,4,5,4,3,3,3,2,1,1,3.2934965194040955,47.41982345406293,32,21,10,7,11670.636974832847,0.25739276437714614
HQ01,DEPT02,SEC015,2025-04,5,4,3,3,1,1,0,3,0,2,2.903133745967753,19.47942808266064,18,13,7,6,12190.570194514663,0.057391297464484466
HQ01,DEPT02,SEC016,2025-04,8,0,6,4,1,1,1,6,3,1,1.63747506217424,7.751890518635131,22,7,3,2,5028.672759078352,0.3827058970013765
HQ01,DEPT02,SEC017,2025-04,6,2,0,4,2,3,1,3,1,0,2.654368863941651,22.661737525589114,14,9,6,5,12253.366022523323,0.33998616420104416
HQ01,DEPT02,SEC018,2025-04,4,7,3,5,1,3,2,1,0,1,2.979371982636757,20.386681363676356,30,17,5,5,17368.253029594183,0.2758356858004834
HQ01,DEPT02,SEC019,2025-04,8,4,3,2,4,2,3,1,0,0,1.9839837627457886,21.04189284446713,16,9,7,6,13920.776070595486,0.1491482232161292
HQ01,DEPT02,SEC020,2025-04,1,5,5,4,3,3,1,1,0,2,2.9050342710368655,21.987464864282128,46,30,17,13,66103.21831382375,0.042727720821169574
HQ01,DEPT03,SEC021,2025-04,8,6,7,2,4,1,2,1,0,1,1.6336424116351318,11.194957992352686,40,17,13,9,27739.81668936661,0.20714560622033046
HQ01,DEPT03,SEC022,2025-04,5,2,10,6,0,1,1,1,0,0,4.339092110085594,24.511425832167642,32,19,13,8,43841.17014327906,0.12817579390096026
HQ01,DEPT03,SEC023,2025-04,3,3,7,4,2,1,1,0,2,0,4.207137529761213,28.54826185338375,34,21,17,10,27921.425050288733,0.04756190732301427
HQ01,DEPT03,SEC024,2025-04,4,3,6,2,1,3,1,0,0,0,2.488347742494521,16.00479392337905,20,13,10,7,24526.115824783228,0.18767711819020103
HQ01,DEPT03,SEC025,2025-04,6,9,2,4,2,2,1,4,1,4,3.0870286250306336,27.84331566108768,19,14,7,5,30659.415670501294,0.09280396191607151
HQ01,DEPT03,SEC026,2025-04,6,9,4,1,0,3,4,0,0,1,1.1694427016669136,9.218791527718441,13,6,3,2,0.0,0.13703257126722343
HQ01,DEPT03,SEC027,2025-04,7,3,4,1,2,1,1,2,2,1,1.8135356159778426,15.36649501683961,23,15,8,8,39552.50138285026,0.19857778231999537
HQ01,DEPT03,SEC028,2025-04,8,2,4,1,2,2,2,2,1,0,2.4526703700300385,15.57883385449507,18,14,9,6,24896.45509559413,0.10891615396952153
HQ01,DEPT03,SEC029,2025-04,5,6,5,0,3,0,0,0,0,0,1.8677853841619227,15.869568051727606,19,5,3,2,10445.452662544292,0.11452136819949872
HQ01,DEPT03,SEC030,2025-04,9,5,4,2,1,3,2,1,1,0,3.4904782769143594,46.44428410504659,26,16,9,6,36112.065191928144,0.3587518936767119
HQ01,DEPT04,SEC031,2025-04,4,3,2,2,3,1,1,3,0,1,5.468770314464351,32.490515451078224,31,13,7,5,33980.17639916676,0.14609174423567453
HQ01,DEPT04,SEC032,2025-04,6,6,5,4,2,1,1,0,0,1,1.8007168726496117,11.833816071622467,14,7,4,1,4913.552161217631,0.14082070206081715
HQ01,DEPT04,SEC033,2025-04,9,4,6,1,1,2,3,1,1,0,2.0276709286231527,13.67115518709076,28,20,15,9,34331.88094165362,0.0037482356183062286
HQ01,DEPT04,SEC034,2025-04,3,3,6,0,1,4,1,2,0,1,2.9517757219667637,17.000920213070472,8,2,0,0,0.0,0.14422399767177269
HQ01,DEPT04,SEC035,2025-04,4,3,9,2,2,0,2,1,3,0,4.7773722267190735,19.652732692627062,16,13,10,5,17974.432211324984,0.13395935280898322
HQ01,DEPT04,SEC036,2025-04,6,4,5,2,4,4,1,2,0,2,1.7721065684990713,22.389325261088814,27,12,9,8,40337.19474586116,0.19961553269183588
HQ01,DEPT04,SEC037,2025-04,10,7,3,1,2,1,0,1,1,1,2.965846955654598,22.284433708147404,24,16,11,8,61112.94483038054,0.029545645352827082
HQ01,DEPT04,SEC038,2025-04,8,8,3,3,3,2,2,1,1,2,5.142064218535068,33.438422092241204,44,24,13,6,42388.71104860939,0.12698949361324613
HQ01,DEPT04,SEC039,2025-04,5,4,4,2,4,4,1,0,1,0,1.5248320885634645,15.138977404596462,21,11,9,4,12538.134362266901,0.023915463271919714
HQ01,DEPT04,SEC040,2025-04,7,1,3,4,2,3,0,1,0,1,1.7360731936739913,17.68403809042198,27,14,9,7,9354.477486288497,0.506200330187409
HQ01,DEPT05,SEC041,2025-04,4,2,5,3,1,2,2,1,0,1,2.3437159619708927,15.587998155308512,24,12,7,3,12225.255664820352,0.43413374172692615
HQ01,DEPT05,SEC042,2025-04,6,9,1,5,2,4,3,1,1,1,2.2654967611881243,12.637871283463342,18,12,2,1,5991.666738847882,0.3968098837063207
HQ01,DEPT05,SEC043,2025-04,5,3,6,3,1,1,0,4,1,1,3.6125375603520125,23.63245200627385,19,10,5,1,5836.216655726114,0.2991740482804445
HQ01,DEPT05,SEC044,2025-04,7,4,3,2,4,2,1,0,2,1,2.958199783111176,13.45368261355693,35,23,13,8,31017.80006704104,0.11993226801703097
HQ01,DEPT05,SEC045,2025-04,5,5,3,4,2,2,2,0,2,0,1.4604772693632377,9.515112502052082,13,10,4,3,10242.470936400843,0.2716437166080182
HQ01,DEPT05,SEC046,2025-04,7,8,4,0,1,3,0,2,1,1,3.255655510226025,5.874483708846489,26,17,10,7,85362.58553840377,0.1134487662118169
HQ01,DEPT05,SEC047,2025-04,7,3,3,0,1,0,1,1,1,1,2.220786448931106,8.355686669250138,19,9,5,2,8265.43299649447,0.3897684893358196
HQ01,DEPT05,SEC048,2025-04,11,6,8,2,1,1,0,1,0,1,4.246336137909584,20.900979502372863,41,32,24,20,79835.67978268,0.10687919131842778
HQ01,DEPT05,SEC049,2025-04,3,6,7,3,0,1,4,0,2,2,2.182223611549669,16.713361695370885,21,10,5,4,7760.817380152442,0.22125467054012596
HQ01,DEPT05,SEC050,2025-04,5,6,1,2,2,0,2,1,1,0,2.1753392968246676,26.06712876731812,16,9,5,4,15028.971069450123,0.2800853040029631
HQ01,DEPT06,SEC051,2025-04,7,1,4,3,3,2,2,3,2,2,3.285096619331734,11.612449214970399,29,18,11,6,45097.53678191487,0.061631267360289003
HQ01,DEPT06,SEC052,2025-04,2,5,1,6,3,5,1,1,2,1,3.5502721723566006,26.849908975286528,20,8,7,5,5967.232783490633,0.2850066164731744
HQ01,DEPT06,SEC053,2025-04,10,3,4,2,2,0,0,0,1,1,3.1798523896881816,11.051354765490924,45,30,13,10,33262.893282961595,0.10170992277016874
HQ01,DEPT06,SEC054,2025-04,7,5,1,1,4,1,0,1,2,0,1.5068794738612832,7.600548809941309,20,10,7,7,18583.025540322113,0.25209244123721863
HQ01,DEPT06,SEC055,2025-04,7,3,5,1,1,5,1,2,0,2,3.2815374718043624,33.75870673604328,25,17,10,7,26863.950855861425,0.5181961269577046
HQ01,DEPT06,SEC056,2025-04,7,6,4,4,1,2,1,0,2,1,1.8926769108119461,21.14126512255674,24,9,6,2,17608.490337301813,0.1303270930637572
HQ01,DEPT06,SEC057,2025-04,4,5,7,1,0,2,0,2,1,0,2.951597765208174,34.58653529367187,27,11,6,3,12112.192006517278,0.07132068069968336
HQ01,DEPT06,SEC058,2025-04,5,7,4,7,1,2,0,0,2,3,1.6515148334459333,23.896405445509743,17,8,6,3,4282.500022526162,0.17824498670903832
HQ01,DEPT06,SEC059,2025-04,12,6,3,1,0,2,1,1,1,0,3.177875054700412,12.225250080514735,22,10,7,5,15593.668136836624,0.43381735631653634
HQ01,DEPT06,SEC060,2025-04,7,6,5,3,1,2,2,2,1,0,2.049693733081498,20.841583531236584,30,19,15,13,50050.369498153595,0.021638852314160854
HQ01,DEPT07,SEC061,2025-04,6,7,2,3,1,0,2,3,1,0,1.735122250689122,18.429320498322873,16,12,6,5,24282.426611449555,0.15884781271914072
HQ01,DEPT07,SEC062,2025-04,7,6,3,2,2,2,2,2,1,1,3.48977424462718,17.58442007751964,26,22,15,9,30047.744551276264,0.06980286340641119
HQ01,DEPT07,SEC063,2025-04,4,3,7,0,5,2,1,1,1,1,2.9581840474517387,22.992501575489147,38,23,15,9,64504.01315385865,0.006555643657032864
HQ01,DEPT07,SEC064,2025-04,8,8,3,2,1,1,3,3,1,0,2.1926439955177117,24.742865805309457,38,17,11,6,13949.137784458075,0.4805336673962746
HQ01,DEPT07,SEC065,2025-04,5,5,3,1,1,2,2,1,1,0,4.5172915387782435,42.47693923895164,32,18,15,8,35677.11555706515,0.07180668824190728
HQ01,DEPT07,SEC066,2025-04,5,7,5,1,1,1,1,1,1,1,2.3297748976283676,21.230278363437677,37,17,9,7,29155.888549427378,0.30704924778655945
HQ01,DEPT07,SEC067,2025-04,13,5,5,6,3,1,0,0,1,2,2.749001310467081,17.31726040082439,28,11,6,5,12867.458733682479,0.053782690486894845
HQ01,DEPT07,SEC068,2025-04,3,10,2,6,3,3,0,0,2,1,2.9865524837108066,21.80680153738602,25,16,12,6,25788.732664076055,0.06599900519152954
HQ01,DEPT07,SEC069,2025-04,10,5,3,2,4,3,1,1,0,0,2.1882823544445125,20.785760953911026,21,10,8,7,8706.226623422815,0.40775627257213093
HQ01,DEPT07,SEC070,2025-04,7,4,7,3,1,3,1,2,2,0,3.205594942689718,12.565864093933426,29,24,16,12,37215.36512727795,0.25053337377437357
HQ01,DEPT08,SEC071,2025-04,5,1,4,4,4,4,2,2,0,2,2.2553195686293117,17.252957171488696,34,19,11,9,42339.51603818576,0.1070613177448528
HQ01,DEPT08,SEC072,2025-04,5,2,4,2,1,1,0,1,0,2,2.3535541437499514,11.323321657781145,17,8,6,4,11570.540580881698,0.4389908673658685
HQ01,DEPT08,SEC073,2025-04,7,5,3,0,4,3,1,0,2,1,4.379457787561294,31.485921937119898,30,16,11,6,57041.314098452094,0.3566289162968553
HQ01,DEPT08,SEC074,2025-04,6,6,1,5,2,0,2,1,3,1,1.8885226969797333,10.142736152624046,30,24,18,14,123678.0952168062,0.19192545982492432
HQ01,DEPT08,SEC075,2025-04,4,3,2,4,4,1,0,1,0,1,1.1682733437097104,9.531959084618306,13,8,3,2,4646.093979241223,0.27797278242165746
HQ01,DEPT08,SEC076,2025-04,5,4,5,4,3,0,3,1,0,2,4.777072677096806,23.32420256785416,33,20,15,10,43461.009966579964,0.11694294094673038
HQ01,DEPT08,SEC077,2025-04,8,5,2,5,0,2,2,0,1,0,6.634377106434081,14.825448835364432,36,22,16,11,57281.24307434844,0.41300584426689263
HQ01,DEPT08,SEC078,2025-04,6,6,3,6,1,2,2,0,0,3,2.35880646771704,15.06097233916726,41,24,16,6,50441.22803519531,0.19054528404432128
HQ01,DEPT08,SEC079,2025-04,7,5,4,2,0,1,1,0,2,0,1.3800319978980342,12.80846080097632,16,9,6,5,15196.031840822494,0.06666680912963201
HQ01,DEPT08,SEC080,2025-04,6,4,3,6,2,1,1,2,1,0,2.4383720117695136,20.612087523743533,30,17,5,3,15625.42612747047,0.44124188835079736
HQ01,DEPT09,SEC081,2025-04,4,9,7,4,2,1,1,1,0,1,2.4591652609801495,17.236825076085232,22,16,11,5,17994.75377281009,0.3046737243622625
HQ01,DEPT09,SEC082,2025-04,6,4,5,2,2,1,2,4,1,1,2.5434632984793404,11.690967553821753,28,19,12,6,57725.25315261346,0.09405415423505858
HQ01,DEPT09,SEC083,2025-04,12,1,5,1,1,1,1,0,0,0,1.8410097261693672,16.20629113530174,24,19,13,10,27615.602277204845,0.25143797036831433
HQ01,DEPT09,SEC084,2025-04,5,3,7,5,1,0,2,1,2,1,3.3295807656540215,15.456149322146794,28,19,12,8,23907.902973775195,0.599019267507536
HQ01,DEPT09,SEC085,2025-04,12,5,2,4,0,2,3,0,1,1,3.266037842714102,19.84801751472448,39,18,12,5,15176.941277481583,0.8741587398021988
HQ01,DEPT09,SEC086,2025-04,7,5,3,3,1,1,1,1,3,1,1.6111658269410443,8.615749784268354,22,11,6,3,7312.421131731002,0.12432282998279891
HQ01,DEPT09,SEC087,2025-04,9,5,3,5,1,1,4,2,1,2,3.4719585421201304,23.458917913076778,50,29,16,11,57925.784867216855,0.2968614360095592
HQ01,DEPT09,SEC088,2025-04,4,5,3,4,1,2,2,0,1,1,5.575821962404915,60.27920773536213,44,25,12,9,15090.247414315036,0.6396138842193927
HQ01,DEPT09,SEC089,2025-04,5,3,5,5,4,1,4,1,1,1,2.886908240103834,18.318388237512796,30,19,11,9,67441.0577403289,0.08031343870315073
HQ01,DEPT09,SEC090,2025-04,8,6,6,4,0,3,1,0,0,0,2.415572196179868,27.32775210351614,32,18,9,5,31177.83199538228,0.24388232859309777
HQ01,DEPT10,SEC091,2025-04,5,6,4,3,4,2,1,4,2,1,2.586482578677406,15.103354010315629,24,17,12,8,25550.049161690542,0.12460717805390559
HQ01,DEPT10,SEC092,2025-04,8,5,4,2,3,0,1,1,2,0,3.371439715578531,32.86226645782441,28,16,11,10,77557.05331112874,0.18362903971794242
HQ01,DEPT10,SEC093,2025-04,6,8,4,1,2,1,0,3,1,1,1.4832934775363984,15.298586374846066,29,14,9,6,27431.265718447197,0.04223726592491558
HQ01,DEPT10,SEC094,2025-04,2,9,2,4,4,5,0,4,0,1,2.8792698740202405,25.413119967059327,38,29,14,8,29097.775280117825,0.31979406923629305
HQ01,DEPT10,SEC095,2025-04,6,5,1,0,1,0,1,1,2,0,2.3710611977336296,23.36438376718999,30,21,14,7,23937.69628715764,0.04711457023360339
HQ01,DEPT10,SEC096,2025-04,8,6,11,2,1,3,0,0,0,0,5.19002624774826,22.7624356088812,65,44,27,16,48698.59582078129,0.04759045111160649
HQ01,DEPT10,SEC097,2025-04,5,5,8,5,3,4,0,2,2,0,2.557523847071395,20.564999635456125,36,21,15,8,24896.9138979325,0.3106961258477435
HQ01,DEPT10,SEC098,2025-04,5,3,3,4,3,4,2,0,1,0,4.873248042161069,20.879337393067193,35,17,12,7,21182.906510509736,0.5024048834113071
HQ01,DEPT10,SEC099,2025-04,8,5,4,2,2,4,1,3,1,0,1.8472365319150041,17.619724196261256,23,13,8,5,44257.405136832305,0.14589237272199926
HQ01,DEPT10,SEC100,2025-04,6,4,10,4,2,1,0,1,0,0,3.338563779530862,33.460133506444414,31,24,14,7,65553.51357119725,0.016134765245496147
HQ02,DEPT11,SEC101,2025-04,8,3,5,3,4,3,1,0,2,0,3.0397950407123235,13.931595113108264,18,13,10,8,19139.695326469235,0.5303789740739648
HQ02,DEPT11,SEC102,2025-04,7,8,4,4,1,3,0,2,0,0,2.005379787955288,15.252607624575674,26,18,12,6,6257.844968543795,0.03908235644186575
HQ02,DEPT11,SEC103,2025-04,7,3,7,0,2,1,0,0,1,0,2.8924058796890453,12.39619635156701,21,13,7,3,0.0,0.29482185330691724
HQ02,DEPT11,SEC104,2025-04,1,1,0,2,1,2,2,0,1,0,4.155287388783508,5.747899542180308,8,2,1,0,0.0,0.1497886795617456
HQ02,DEPT11,SEC105,2025-04,5,6,3,2,1,2,3,1,0,0,2.427041202934677,12.599384915297804,17,13,8,6,28035.171307393208,0.3554831299251074
HQ02,DEPT11,SEC106,2025-04,7,5,6,0,2,2,4,0,0,0,1.5035260849651866,15.212854832084544,17,11,6,3,5009.773203168579,0.28953502866971154
HQ02,DEPT11,SEC107,2025-04,8,4,10,2,1,2,2,0,0,0,2.7016238299560444,11.692090039560773,34,18,12,4,6905.8911843713395,0.21756781936072597
HQ02,DEPT11,SEC108,2025-04,11,2,5,3,1,3,0,1,0,0,1.9820901452231101,5.501064492460225,11,2,2,1,4180.022367352237,0.6385409197305493
HQ02,DEPT11,SEC109,2025-04,10,0,3,2,3,2,1,0,2,0,2.411335326556384,14.463188495962132,21,12,7,6,6919.224660039885,0.24641600376731582
HQ02,DEPT11,SEC110,2025-04,4,4,4,1,1,4,3,2,1,1,2.6417571440181145,9.517699747275417,23,11,4,3,12048.695725533693,0.25154676112090346
HQ02,DEPT12,SEC111,2025-04,5,3,4,3,3,3,3,2,0,0,1.4963393983779865,9.057028287331912,19,8,5,1,0.0,0.2708781534261079
HQ02,DEPT12,SEC112,2025-04,4,9,5,5,2,1,0,0,1,1,1.5442210079727332,7.999075620298316,22,13,9,4,12695.988011125975,0.2794719038622732
HQ02,DEPT12,SEC113,2025-04,2,4,4,4,3,2,0,1,1,0,3.217882042715465,37.293685365874005,27,19,11,5,26768.296653574598,0.11548528983175894
HQ02,DEPT12,SEC114,2025-04,5,3,2,2,1,2,0,1,2,4,2.2638082382648728,11.079285770116458,19,6,4,2,10436.612470807046,0.04699136929742712
HQ02,DEPT12,SEC115,2025-04,3,2,1,4,4,0,1,0,1,1,1.107759470489163,13.090542882959873,23,17,11,7,13499.936499124418,0.012228757840630208
HQ02,DEPT12,SEC116,2025-04,8,5,3,3,1,1,0,0,0,2,3.577611549492632,22.77472839911048,35,18,11,6,43435.831803188004,0.1964363086288171
HQ02,DEPT12,SEC117,2025-04,4,2,4,4,4,3,1,0,0,0,2.990167525253653,18.773078136793668,23,11,8,7,29755.051073956743,0.13382166044462415
HQ02,DEPT12,SEC118,2025-04,3,2,3,4,1,2,0,0,4,1,2.117304487637937,21.577080694798006,14,4,3,1,0.0,0.136495044102234
HQ02,DEPT12,SEC119,2025-04,8,2,5,2,2,0,3,1,4,1,1.7144793116112704,15.014563448591309,19,7,4,3,15487.196270351953,0.36768172913017444
HQ02,DEPT12,SEC120,2025-04,3,3,5,4,0,3,1,2,0,1,3.6419992075176455,14.816648421417955,27,17,12,4,22826.27561314162,0.38338127229588576
HQ02,DEPT13,SEC121,2025-04,5,5,5,2,1,5,3,0,3,1,3.07182767365372,8.70563353981339,19,12,7,6,23697.93506357878,0.05177637531663584
HQ02,DEPT13,SEC122,2025-04,8,4,6,2,0,5,2,2,0,0,6.258313869679934,10.10000826705875,23,15,11,8,13021.23410911847,0.47372737692313044
HQ02,DEPT13,SEC123,2025-04,7,4,6,4,3,1,1,0,4,0,3.1489403819166766,39.83608698149427,35,17,13,11,83393.80830935916,0.04799748407203147
HQ02,DEPT13,SEC124,2025-04,8,4,3,2,2,3,2,2,1,0,3.113339983012786,25.332484566287686,20,11,8,6,46622.9683453401,0.035591497832964766
HQ02,DEPT13,SEC125,2025-04,8,3,4,3,2,0,0,3,0,0,2.5640171414320743,19.45206972495575,28,16,8,4,17155.122697340797,0.08574784188076286
HQ02,DEPT13,SEC126,2025-04,6,8,2,6,3,1,2,1,1,1,3.617819707060021,25.094245265206286,27,14,7,3,11067.697443775069,0.39180052251204744
HQ02,DEPT13,SEC127,2025-04,5,3,7,1,2,5,0,1,1,2,3.3830572768341747,14.117049236886354,24,14,5,2,0.0,0.0658147504091569
HQ02,DEPT13,SEC128,2025-04,9,12,3,4,0,2,1,4,0,3,4.212699918701477,25.850223419733993,36,22,17,13,63726.3326476159,0.12327816925012114
HQ02,DEPT13,SEC129,2025-04,3,6,3,0,1,4,2,0,1,2,2.264914428878992,10.450850970682538,15,9,6,3,20769.71859216663,0.3318866130179666
HQ02,DEPT13,SEC130,2025-04,5,8,7,4,1,3,1,1,1,0,2.334055667976506,17.900744826312494,20,8,5,3,10891.175483086927,0.12862693153848404
